Category,pathway,kegg,subcategory
Nucleotide and amino acid metabolism,"Menaquinone biosynthesis, chorismate => menaquinone [PATH:map00130]",K02548,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Menaquinone biosynthesis, chorismate => menaquinone [PATH:map00130]",K02361,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Menaquinone biosynthesis, chorismate => menaquinone [PATH:map00130]",K01911,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Menaquinone biosynthesis, chorismate => menaquinone [PATH:map00130]",K01851,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Menaquinone biosynthesis, chorismate => menaquinone [PATH:map00130]",K01661,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Methionine biosynthesis, apartate => homoserine => methionine [PATH:map01230 map00270]",M00017,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,"Methionine biosynthesis, apartate => homoserine => methionine [PATH:map01230 map00270]",K12526,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,"Methionine biosynthesis, apartate => homoserine => methionine [PATH:map01230 map00270]",K12525,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,"Methionine biosynthesis, apartate => homoserine => methionine [PATH:map01230 map00270]",K12524,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,"Methionine biosynthesis, apartate => homoserine => methionine [PATH:map01230 map00270]",K01760,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,"Methionine biosynthesis, apartate => homoserine => methionine [PATH:map01230 map00270]",K01739,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,"Methionine biosynthesis, apartate => homoserine => methionine [PATH:map01230 map00270]",K00928,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,"Methionine biosynthesis, apartate => homoserine => methionine [PATH:map01230 map00270]",K00651,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,"Methionine biosynthesis, apartate => homoserine => methionine [PATH:map01230 map00270]",K00549,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,"Methionine biosynthesis, apartate => homoserine => methionine [PATH:map01230 map00270]",K00548,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,"Methionine biosynthesis, apartate => homoserine => methionine [PATH:map01230 map00270]",K00133,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,"Methionine biosynthesis, apartate => homoserine => methionine [PATH:map01230 map00270]",K00003,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,Methionine degradation [PATH:map00270],M00035,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,Methionine degradation [PATH:map00270],K17399,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,Methionine degradation [PATH:map00270],K17398,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,Methionine degradation [PATH:map00270],K10150,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,Methionine degradation [PATH:map00270],K01697,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,Methionine degradation [PATH:map00270],K01251,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,Methionine degradation [PATH:map00270],K00789,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,Methionine degradation [PATH:map00270],K00558,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,Methionine salvage pathway [PATH:map00270],M00034,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,Methionine salvage pathway [PATH:map00270],K18284,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,Methionine salvage pathway [PATH:map00270],K16054,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,Methionine salvage pathway [PATH:map00270],K09880,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,Methionine salvage pathway [PATH:map00270],K08969,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,Methionine salvage pathway [PATH:map00270],K08967,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,Methionine salvage pathway [PATH:map00270],K08966,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,Methionine salvage pathway [PATH:map00270],K08965,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,Methionine salvage pathway [PATH:map00270],K08964,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,Methionine salvage pathway [PATH:map00270],K08963,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,Methionine salvage pathway [PATH:map00270],K01611,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,Methionine salvage pathway [PATH:map00270],K01244,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,Methionine salvage pathway [PATH:map00270],K01243,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,Methionine salvage pathway [PATH:map00270],K00899,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,Methionine salvage pathway [PATH:map00270],K00838,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,Methionine salvage pathway [PATH:map00270],K00832,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,Methionine salvage pathway [PATH:map00270],K00815,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,Methionine salvage pathway [PATH:map00270],K00797,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,Methionine salvage pathway [PATH:map00270],K00789,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,Methionine salvage pathway [PATH:map00270],K00772,Cysteine and methionine metabolism
Nucleotide and amino acid metabolism,"NAD biosynthesis, aspartate => NAD [PATH:map00760]",M00115,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"NAD biosynthesis, aspartate => NAD [PATH:map00760]",K06210,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"NAD biosynthesis, aspartate => NAD [PATH:map00760]",K03517,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"NAD biosynthesis, aspartate => NAD [PATH:map00760]",K01950,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"NAD biosynthesis, aspartate => NAD [PATH:map00760]",K01916,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"NAD biosynthesis, aspartate => NAD [PATH:map00760]",K00969,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"NAD biosynthesis, aspartate => NAD [PATH:map00760]",K00767,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"NAD biosynthesis, aspartate => NAD [PATH:map00760]",K00278,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Nicotinate degradation, nicotinate => fumarate [PATH:map00760]",M00622,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Nicotinate degradation, nicotinate => fumarate [PATH:map00760]",K18030,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Nicotinate degradation, nicotinate => fumarate [PATH:map00760]",K18029,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Nicotinate degradation, nicotinate => fumarate [PATH:map00760]",K18028,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Nicotinate degradation, nicotinate => fumarate [PATH:map00760]",K15357,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Nicotinate degradation, nicotinate => fumarate [PATH:map00760]",K14974,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Nicotinate degradation, nicotinate => fumarate [PATH:map00760]",K13995,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Nicotinate degradation, nicotinate => fumarate [PATH:map00760]",K01799,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00220]",M00028,Arginine and proline metabolism
Nucleotide and amino acid metabolism,"Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00220]",K14682,Arginine and proline metabolism
Nucleotide and amino acid metabolism,"Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00220]",K14681,Arginine and proline metabolism
Nucleotide and amino acid metabolism,"Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00220]",K14677,Arginine and proline metabolism
Nucleotide and amino acid metabolism,"Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00220]",K12659,Arginine and proline metabolism
Nucleotide and amino acid metabolism,"Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00220]",K11067,Arginine and proline metabolism
Nucleotide and amino acid metabolism,"Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00220]",K01438,Arginine and proline metabolism
Nucleotide and amino acid metabolism,"Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00220]",K00930,Arginine and proline metabolism
Nucleotide and amino acid metabolism,"Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00220]",K00821,Arginine and proline metabolism
Nucleotide and amino acid metabolism,"Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00220]",K00818,Arginine and proline metabolism
Nucleotide and amino acid metabolism,"Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00220]",K00620,Arginine and proline metabolism
Nucleotide and amino acid metabolism,"Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00220]",K00619,Arginine and proline metabolism
Nucleotide and amino acid metabolism,"Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00220]",K00618,Arginine and proline metabolism
Nucleotide and amino acid metabolism,"Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00220]",K00145,Arginine and proline metabolism
Nucleotide and amino acid metabolism,"Ornithine biosynthesis, mediated by LysW, glutamate => ornithine [PATH:map01230 map01210 map00220]",M00763,Arginine and proline metabolism
Nucleotide and amino acid metabolism,"Ornithine biosynthesis, mediated by LysW, glutamate => ornithine [PATH:map01230 map01210 map00220]",K19412,Arginine and proline metabolism
Nucleotide and amino acid metabolism,"Ornithine biosynthesis, mediated by LysW, glutamate => ornithine [PATH:map01230 map01210 map00220]",K05831,Arginine and proline metabolism
Nucleotide and amino acid metabolism,"Ornithine biosynthesis, mediated by LysW, glutamate => ornithine [PATH:map01230 map01210 map00220]",K05830,Arginine and proline metabolism
Nucleotide and amino acid metabolism,"Ornithine biosynthesis, mediated by LysW, glutamate => ornithine [PATH:map01230 map01210 map00220]",K05829,Arginine and proline metabolism
Nucleotide and amino acid metabolism,"Ornithine biosynthesis, mediated by LysW, glutamate => ornithine [PATH:map01230 map01210 map00220]",K05828,Arginine and proline metabolism
Nucleotide and amino acid metabolism,"Ornithine biosynthesis, mediated by LysW, glutamate => ornithine [PATH:map01230 map01210 map00220]",K05826,Arginine and proline metabolism
Nucleotide and amino acid metabolism,"Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map00770]",M00119,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map00770]",K13799,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map00770]",K01918,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map00770]",K01579,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map00770]",K00826,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map00770]",K00606,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map00770]",K00077,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Phenylalanine biosynthesis, chorismate => phenylalanine [PATH:map01230 map00400]",M00024,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Phenylalanine biosynthesis, chorismate => phenylalanine [PATH:map01230 map00400]",K14187,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Phenylalanine biosynthesis, chorismate => phenylalanine [PATH:map01230 map00400]",K14170,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Phenylalanine biosynthesis, chorismate => phenylalanine [PATH:map01230 map00400]",K13853,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Phenylalanine biosynthesis, chorismate => phenylalanine [PATH:map01230 map00400]",K06209,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Phenylalanine biosynthesis, chorismate => phenylalanine [PATH:map01230 map00400]",K06208,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Phenylalanine biosynthesis, chorismate => phenylalanine [PATH:map01230 map00400]",K05359,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Phenylalanine biosynthesis, chorismate => phenylalanine [PATH:map01230 map00400]",K04518,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Phenylalanine biosynthesis, chorismate => phenylalanine [PATH:map01230 map00400]",K04516,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Phenylalanine biosynthesis, chorismate => phenylalanine [PATH:map01230 map00400]",K04093,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Phenylalanine biosynthesis, chorismate => phenylalanine [PATH:map01230 map00400]",K04092,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Phenylalanine biosynthesis, chorismate => phenylalanine [PATH:map01230 map00400]",K01850,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Phenylalanine biosynthesis, chorismate => phenylalanine [PATH:map01230 map00400]",K01713,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Phenylalanine biosynthesis, chorismate => phenylalanine [PATH:map01230 map00400]",K00838,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Phenylalanine biosynthesis, chorismate => phenylalanine [PATH:map01230 map00400]",K00832,Aromatic amino acid metabolism
Nucleotide and amino acid metabolism,"Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP [PATH:map00780]",M00572,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP [PATH:map00780]",K19561,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP [PATH:map00780]",K19560,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP [PATH:map00780]",K09789,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP [PATH:map00780]",K09458,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP [PATH:map00780]",K02372,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP [PATH:map00780]",K02170,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP [PATH:map00780]",K02169,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP [PATH:map00780]",K00647,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP [PATH:map00780]",K00208,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP [PATH:map00780]",K00059,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine [PATH:map00330]",M00133,Polyamine biosynthesis
Nucleotide and amino acid metabolism,"Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine [PATH:map00330]",K02626,Polyamine biosynthesis
Nucleotide and amino acid metabolism,"Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine [PATH:map00330]",K01611,Polyamine biosynthesis
Nucleotide and amino acid metabolism,"Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine [PATH:map00330]",K01585,Polyamine biosynthesis
Nucleotide and amino acid metabolism,"Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine [PATH:map00330]",K01584,Polyamine biosynthesis
Nucleotide and amino acid metabolism,"Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine [PATH:map00330]",K01583,Polyamine biosynthesis
Nucleotide and amino acid metabolism,"Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine [PATH:map00330]",K01480,Polyamine biosynthesis
Nucleotide and amino acid metabolism,"Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine [PATH:map00330]",K00797,Polyamine biosynthesis
Nucleotide and amino acid metabolism,"Polyamine biosynthesis, arginine => ornithine => putrescine [PATH:map00330]",M00134,Polyamine biosynthesis
Nucleotide and amino acid metabolism,"Polyamine biosynthesis, arginine => ornithine => putrescine [PATH:map00330]",K01581,Polyamine biosynthesis
Nucleotide and amino acid metabolism,"Polyamine biosynthesis, arginine => ornithine => putrescine [PATH:map00330]",K01476,Polyamine biosynthesis
Nucleotide and amino acid metabolism,"Proline biosynthesis, glutamate => proline [PATH:map01230 map00330]",M00015,Arginine and proline metabolism
Nucleotide and amino acid metabolism,"Proline biosynthesis, glutamate => proline [PATH:map01230 map00330]",K12657,Arginine and proline metabolism
Nucleotide and amino acid metabolism,"Proline biosynthesis, glutamate => proline [PATH:map01230 map00330]",K00931,Arginine and proline metabolism
Nucleotide and amino acid metabolism,"Proline biosynthesis, glutamate => proline [PATH:map01230 map00330]",K00286,Arginine and proline metabolism
Nucleotide and amino acid metabolism,"Proline biosynthesis, glutamate => proline [PATH:map01230 map00330]",K00147,Arginine and proline metabolism
Nucleotide and amino acid metabolism,"Purine degradation, xanthine => urea [PATH:map00230]",M00546,Purine metabolism
Nucleotide and amino acid metabolism,"Purine degradation, xanthine => urea [PATH:map00230]",K16842,Purine metabolism
Nucleotide and amino acid metabolism,"Purine degradation, xanthine => urea [PATH:map00230]",K16840,Purine metabolism
Nucleotide and amino acid metabolism,"Purine degradation, xanthine => urea [PATH:map00230]",K16839,Purine metabolism
Nucleotide and amino acid metabolism,"Purine degradation, xanthine => urea [PATH:map00230]",K16838,Purine metabolism
Nucleotide and amino acid metabolism,"Purine degradation, xanthine => urea [PATH:map00230]",K13485,Purine metabolism
Nucleotide and amino acid metabolism,"Purine degradation, xanthine => urea [PATH:map00230]",K13484,Purine metabolism
Nucleotide and amino acid metabolism,"Purine degradation, xanthine => urea [PATH:map00230]",K13483,Purine metabolism
Nucleotide and amino acid metabolism,"Purine degradation, xanthine => urea [PATH:map00230]",K13482,Purine metabolism
Nucleotide and amino acid metabolism,"Purine degradation, xanthine => urea [PATH:map00230]",K13481,Purine metabolism
Nucleotide and amino acid metabolism,"Purine degradation, xanthine => urea [PATH:map00230]",K13480,Purine metabolism
Nucleotide and amino acid metabolism,"Purine degradation, xanthine => urea [PATH:map00230]",K13479,Purine metabolism
Nucleotide and amino acid metabolism,"Purine degradation, xanthine => urea [PATH:map00230]",K11178,Purine metabolism
Nucleotide and amino acid metabolism,"Purine degradation, xanthine => urea [PATH:map00230]",K11177,Purine metabolism
Nucleotide and amino acid metabolism,"Purine degradation, xanthine => urea [PATH:map00230]",K07127,Purine metabolism
Nucleotide and amino acid metabolism,"Purine degradation, xanthine => urea [PATH:map00230]",K01477,Purine metabolism
Nucleotide and amino acid metabolism,"Purine degradation, xanthine => urea [PATH:map00230]",K01466,Purine metabolism
Nucleotide and amino acid metabolism,"Purine degradation, xanthine => urea [PATH:map00230]",K00365,Purine metabolism
Nucleotide and amino acid metabolism,"Purine degradation, xanthine => urea [PATH:map00230]",K00106,Purine metabolism
Nucleotide and amino acid metabolism,"Purine degradation, xanthine => urea [PATH:map00230]",K00087,Purine metabolism
Nucleotide and amino acid metabolism,"Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P [PATH:map00750]",M00124,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P [PATH:map00750]",K03474,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P [PATH:map00750]",K03473,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P [PATH:map00750]",K03472,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P [PATH:map00750]",K00831,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P [PATH:map00750]",K00275,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P [PATH:map00750]",K00097,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate [PATH:map00240]",M00046,Pyrimidine metabolism
Nucleotide and amino acid metabolism,"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate [PATH:map00240]",K17723,Pyrimidine metabolism
Nucleotide and amino acid metabolism,"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate [PATH:map00240]",K17722,Pyrimidine metabolism
Nucleotide and amino acid metabolism,"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate [PATH:map00240]",K06016,Pyrimidine metabolism
Nucleotide and amino acid metabolism,"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate [PATH:map00240]",K01464,Pyrimidine metabolism
Nucleotide and amino acid metabolism,"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate [PATH:map00240]",K01431,Pyrimidine metabolism
Nucleotide and amino acid metabolism,"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate [PATH:map00240]",K00207,Pyrimidine metabolism
Nucleotide and amino acid metabolism,"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP [PATH:map00240]",M00053,Pyrimidine metabolism
Nucleotide and amino acid metabolism,"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP [PATH:map00240]",K18533,Pyrimidine metabolism
Nucleotide and amino acid metabolism,"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP [PATH:map00240]",K13998,Pyrimidine metabolism
Nucleotide and amino acid metabolism,"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP [PATH:map00240]",K10808,Pyrimidine metabolism
Nucleotide and amino acid metabolism,"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP [PATH:map00240]",K10807,Pyrimidine metabolism
Nucleotide and amino acid metabolism,"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP [PATH:map00240]",K01520,Pyrimidine metabolism
Nucleotide and amino acid metabolism,"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP [PATH:map00240]",K01494,Pyrimidine metabolism
Nucleotide and amino acid metabolism,"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP [PATH:map00240]",K00943,Pyrimidine metabolism
Nucleotide and amino acid metabolism,"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP [PATH:map00240]",K00940,Pyrimidine metabolism
Nucleotide and amino acid metabolism,"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP [PATH:map00240]",K00560,Pyrimidine metabolism
Nucleotide and amino acid metabolism,"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP [PATH:map00240]",K00527,Pyrimidine metabolism
Nucleotide and amino acid metabolism,"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP [PATH:map00240]",K00526,Pyrimidine metabolism
Nucleotide and amino acid metabolism,"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP [PATH:map00240]",K00525,Pyrimidine metabolism
Nucleotide and amino acid metabolism,"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP [PATH:map00240]",K00524,Pyrimidine metabolism
Nucleotide and amino acid metabolism,"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP [PATH:map00240]",M00052,Pyrimidine metabolism
Nucleotide and amino acid metabolism,"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP [PATH:map00240]",K18533,Pyrimidine metabolism
Nucleotide and amino acid metabolism,"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP [PATH:map00240]",K13809,Pyrimidine metabolism
Nucleotide and amino acid metabolism,"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP [PATH:map00240]",K13800,Pyrimidine metabolism
Nucleotide and amino acid metabolism,"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP [PATH:map00240]",K13799,Pyrimidine metabolism
Nucleotide and amino acid metabolism,"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP [PATH:map00240]",K01937,Pyrimidine metabolism
Nucleotide and amino acid metabolism,"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP [PATH:map00240]",K00945,Pyrimidine metabolism
Nucleotide and amino acid metabolism,"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP [PATH:map00240]",K00940,Pyrimidine metabolism
Nucleotide and amino acid metabolism,"Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map00740]",M00125,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map00740]",K20884,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map00740]",K14652,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map00740]",K11753,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map00740]",K11752,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map00740]",K02858,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map00740]",K01498,Cofactor and vitamin biosynthesis
Nucleotide and amino acid metabolism,"Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map00740]",K01497,Cofactor and vitamin biosynthesis
